Number,Time,pH,Temperature,Curd grain size,Fat content,Homogenization pressure,Concentration factor,Acidulant,Curd wash
629,120,6.5,40,22,1.63,0,1,LA,0
630,20,6.5,40,22,1.63,0,1,LA,0
631,30,6.5,40,22,1.63,0,1,LA,0
632,60,6.5,40,22,1.63,0,1,LA,0
633,120,6.5,40,22,1.63,0,1,LA,0
634,10,6.5,40,22,3.4,0,1,LA,0
635,20,6.5,40,22,3.4,0,1,LA,0
636,10,6.5,40,22,5.15,0,1,LA,0
637,20,6.5,40,22,5.15,0,1,LA,0
638,30,6.5,40,22,5.15,0,1,LA,0
639,120,6.5,40,22,5.15,0,1,LA,0
640,10,6.5,40,22,5.15,0,1,LA,0
641,20,6.5,40,22,5.15,0,1,LA,0
642,30,6.5,40,22,5.15,0,1,LA,0
643,120,6.5,40,22,5.15,0,1,LA,0
644,10,6.4,35,11,3,0,1,LA,0
645,20,6.4,35,11,3,0,1,LA,0
646,30,6.4,35,11,3,0,1,LA,0
647,60,6.4,35,11,3,0,1,LA,0
648,90,6.4,35,11,3,0,1,LA,0
649,240,6.4,35,11,3,0,1,LA,0
650,10,6.4,35,11,3,0,1,LA,0
651,20,6.4,35,11,3,0,1,LA,0
652,30,6.4,35,11,3,0,1,LA,0
653,60,6.4,35,11,3,0,1,LA,0
654,90,6.4,35,11,3,0,1,LA,0
655,240,6.4,35,11,3,0,1,LA,0
656,10,6.4,35,11,3,0,1,LA,0
657,20,6.4,35,11,3,0,1,LA,0
658,30,6.4,35,11,3,0,1,LA,0
659,60,6.4,35,11,3,0,1,LA,0
660,90,6.4,35,11,3,0,1,LA,0
661,240,6.4,35,11,3,0,1,LA,0
662,10,6.4,35,11,6,0,2,LA,0
663,20,6.4,35,11,6,0,2,LA,0
664,30,6.4,35,11,6,0,2,LA,0
665,60,6.4,35,11,6,0,2,LA,0
666,90,6.4,35,11,6,0,2,LA,0
667,240,6.4,35,11,6,0,2,LA,0
668,10,6.4,35,11,6,0,2,LA,0
669,20,6.4,35,11,6,0,2,LA,0
670,30,6.4,35,11,6,0,2,LA,0
671,60,6.4,35,11,6,0,2,LA,0
672,90,6.4,35,11,6,0,2,LA,0
673,240,6.4,35,11,6,0,2,LA,0
674,10,6.4,35,11,6,0,2,LA,0
675,20,6.4,35,11,6,0,2,LA,0
676,30,6.4,35,11,6,0,2,LA,0
677,60,6.4,35,11,6,0,2,LA,0
678,90,6.4,35,11,6,0,2,LA,0
679,240,6.4,35,11,6,0,2,LA,0
680,10,6.6,35,11,3,0,1,LA,0
681,20,6.6,35,11,3,0,1,LA,0
682,30,6.6,35,11,3,0,1,LA,0
683,60,6.6,35,11,3,0,1,LA,0
684,90,6.6,35,11,3,0,1,LA,0
685,240,6.6,35,11,3,0,1,LA,0
686,10,6.6,35,11,3,0,1,LA,0
687,20,6.6,35,11,3,0,1,LA,0
688,30,6.6,35,11,3,0,1,LA,0
689,60,6.6,35,11,3,0,1,LA,0
690,90,6.6,35,11,3,0,1,LA,0
691,240,6.6,35,11,3,0,1,LA,0
692,30,6.6,35,11,3,0,1,LA,0
693,60,6.6,35,11,3,0,1,LA,0
694,90,6.6,35,11,3,0,1,LA,0
695,240,6.6,35,11,3,0,1,LA,0
696,10,6.6,35,11,6,0,2,LA,0
697,20,6.6,35,11,6,0,2,LA,0
698,30,6.6,35,11,6,0,2,LA,0
699,60,6.6,35,11,6,0,2,LA,0
700,90,6.6,35,11,6,0,2,LA,0
701,240,6.6,35,11,6,0,2,LA,0
702,10,6.6,35,11,6,0,2,LA,0
703,20,6.6,35,11,6,0,2,LA,0
704,30,6.6,35,11,6,0,2,LA,0
705,60,6.6,35,11,6,0,2,LA,0
706,90,6.6,35,11,6,0,2,LA,0
707,240,6.6,35,11,6,0,2,LA,0
708,10,6.6,35,11,6,0,2,LA,0
709,20,6.6,35,11,6,0,2,LA,0
710,30,6.6,35,11,6,0,2,LA,0
711,60,6.6,35,11,6,0,2,LA,0
712,90,6.6,35,11,6,0,2,LA,0
713,240,6.6,35,11,6,0,2,LA,0
714,10,6.5,35,11,4.5,0,1.5,LA,0
715,20,6.5,35,11,4.5,0,1.5,LA,0
716,30,6.5,35,11,4.5,0,1.5,LA,0
717,60,6.5,35,11,4.5,0,1.5,LA,0
718,90,6.5,35,11,4.5,0,1.5,LA,0
719,240,6.5,35,11,4.5,0,1.5,LA,0
720,10,6.5,35,11,4.5,0,1.5,LA,0
721,20,6.5,35,11,4.5,0,1.5,LA,0
722,30,6.5,35,11,4.5,0,1.5,LA,0
723,60,6.5,35,11,4.5,0,1.5,LA,0
724,90,6.5,35,11,4.5,0,1.5,LA,0
725,240,6.5,35,11,4.5,0,1.5,LA,0
726,10,6.5,35,11,4.5,0,1.5,LA,0
727,20,6.5,35,11,4.5,0,1.5,LA,0
728,30,6.5,35,11,4.5,0,1.5,LA,0
729,60,6.5,35,11,4.5,0,1.5,LA,0
730,90,6.5,35,11,4.5,0,1.5,LA,0
731,240,6.5,35,11,4.5,0,1.5,LA,0
732,10,6.5,35,11,4.5,4,1.5,LA,0
733,20,6.5,35,11,4.5,4,1.5,LA,0
734,30,6.5,35,11,4.5,4,1.5,LA,0
735,60,6.5,35,11,4.5,4,1.5,LA,0
736,90,6.5,35,11,4.5,4,1.5,LA,0
737,240,6.5,35,11,4.5,4,1.5,LA,0
738,10,6.5,35,11,4.5,4,1.5,LA,0
739,20,6.5,35,11,4.5,4,1.5,LA,0
740,30,6.5,35,11,4.5,4,1.5,LA,0
741,60,6.5,35,11,4.5,4,1.5,LA,0
742,90,6.5,35,11,4.5,4,1.5,LA,0
743,240,6.5,35,11,4.5,4,1.5,LA,0
744,10,6.5,35,11,4.5,4,1.5,LA,0
745,20,6.5,35,11,4.5,4,1.5,LA,0
746,30,6.5,35,11,4.5,4,1.5,LA,0
747,60,6.5,35,11,4.5,4,1.5,LA,0
748,90,6.5,35,11,4.5,4,1.5,LA,0
749,240,6.5,35,11,4.5,4,1.5,LA,0
750,10,6.5,35,11,2.7,4,1,LA,0
751,20,6.5,35,11,2.7,4,1,LA,0
752,30,6.5,35,11,2.7,4,1,LA,0
753,60,6.5,35,11,2.7,4,1,LA,0
754,90,6.5,35,11,2.7,4,1,LA,0
755,240,6.5,35,11,2.7,4,1,LA,0
756,10,6.5,35,11,2.7,4,1,LA,0
757,20,6.5,35,11,2.7,4,1,LA,0
758,30,6.5,35,11,2.7,4,1,LA,0
759,60,6.5,35,11,2.7,4,1,LA,0
760,90,6.5,35,11,2.7,4,1,LA,0
761,240,6.5,35,11,2.7,4,1,LA,0
762,10,6.5,35,11,2.7,4,1,LA,0
763,20,6.5,35,11,2.7,4,1,LA,0
764,30,6.5,35,11,2.7,4,1,LA,0
765,60,6.5,35,11,2.7,4,1,LA,0
766,90,6.5,35,11,2.7,4,1,LA,0
767,240,6.5,35,11,2.7,4,1,LA,0
768,10,6.7,35,11,4.5,4,1.5,LA,0
769,20,6.7,35,11,4.5,4,1.5,LA,0
770,30,6.7,35,11,4.5,4,1.5,LA,0
771,60,6.7,35,11,4.5,4,1.5,LA,0
772,90,6.7,35,11,4.5,4,1.5,LA,0
773,240,6.7,35,11,4.5,4,1.5,LA,0
774,10,6.7,35,11,4.5,4,1.5,LA,0
775,20,6.7,35,11,4.5,4,1.5,LA,0
776,30,6.7,35,11,4.5,4,1.5,LA,0
777,60,6.7,35,11,4.5,4,1.5,LA,0
778,90,6.7,35,11,4.5,4,1.5,LA,0
779,240,6.7,35,11,4.5,4,1.5,LA,0
780,10,6.7,35,11,4.5,4,1.5,LA,0
781,20,6.7,35,11,4.5,4,1.5,LA,0
782,30,6.7,35,11,4.5,4,1.5,LA,0
783,60,6.7,35,11,4.5,4,1.5,LA,0
784,90,6.7,35,11,4.5,4,1.5,LA,0
785,240,6.7,35,11,4.5,4,1.5,LA,0
786,10,6.3,35,11,4.5,4,1.5,LA,0
787,20,6.3,35,11,4.5,4,1.5,LA,0
788,30,6.3,35,11,4.5,4,1.5,LA,0
789,60,6.3,35,11,4.5,4,1.5,LA,0
790,90,6.3,35,11,4.5,4,1.5,LA,0
791,240,6.3,35,11,4.5,4,1.5,LA,0
792,10,6.3,35,11,4.5,4,1.5,LA,0
793,20,6.3,35,11,4.5,4,1.5,LA,0
794,30,6.3,35,11,4.5,4,1.5,LA,0
795,60,6.3,35,11,4.5,4,1.5,LA,0
796,90,6.3,35,11,4.5,4,1.5,LA,0
797,240,6.3,35,11,4.5,4,1.5,LA,0
798,10,6.3,35,11,4.5,4,1.5,LA,0
799,20,6.3,35,11,4.5,4,1.5,LA,0
800,30,6.3,35,11,4.5,4,1.5,LA,0
801,60,6.3,35,11,4.5,4,1.5,LA,0
802,90,6.3,35,11,4.5,4,1.5,LA,0
803,240,6.3,35,11,4.5,4,1.5,LA,0
804,10,6.5,35,11,4.5,4,1.5,LA,0
805,20,6.5,35,11,4.5,4,1.5,LA,0
806,30,6.5,35,11,4.5,4,1.5,LA,0
807,60,6.5,35,11,4.5,4,1.5,LA,0
808,90,6.5,35,11,4.5,4,1.5,LA,0
809,240,6.5,35,11,4.5,4,1.5,LA,0
810,10,6.5,35,11,4.5,4,1.5,LA,0
811,20,6.5,35,11,4.5,4,1.5,LA,0
812,30,6.5,35,11,4.5,4,1.5,LA,0
813,60,6.5,35,11,4.5,4,1.5,LA,0
814,90,6.5,35,11,4.5,4,1.5,LA,0
815,240,6.5,35,11,4.5,4,1.5,LA,0
816,10,6.5,35,11,4.5,4,1.5,LA,0
817,20,6.5,35,11,4.5,4,1.5,LA,0
818,30,6.5,35,11,4.5,4,1.5,LA,0
819,60,6.5,35,11,4.5,4,1.5,LA,0
820,90,6.5,35,11,4.5,4,1.5,LA,0
821,240,6.5,35,11,4.5,4,1.5,LA,0
822,10,6.5,35,11,7.5,4,2.5,LA,0
823,20,6.5,35,11,7.5,4,2.5,LA,0
824,30,6.5,35,11,7.5,4,2.5,LA,0
825,60,6.5,35,11,7.5,4,2.5,LA,0
826,90,6.5,35,11,7.5,4,2.5,LA,0
827,240,6.5,35,11,7.5,4,2.5,LA,0
828,10,6.5,35,11,7.5,4,2.5,LA,0
829,20,6.5,35,11,7.5,4,2.5,LA,0
830,30,6.5,35,11,7.5,4,2.5,LA,0
831,60,6.5,35,11,7.5,4,2.5,LA,0
832,90,6.5,35,11,7.5,4,2.5,LA,0
833,240,6.5,35,11,7.5,4,2.5,LA,0
834,10,6.5,35,11,7.5,4,2.5,LA,0
835,20,6.5,35,11,7.5,4,2.5,LA,0
836,30,6.5,35,11,7.5,4,2.5,LA,0
837,60,6.5,35,11,7.5,4,2.5,LA,0
838,90,6.5,35,11,7.5,4,2.5,LA,0
839,240,6.5,35,11,7.5,4,2.5,LA,0
840,10,6.5,35,11,4.5,12,1.5,LA,0
841,20,6.5,35,11,4.5,12,1.5,LA,0
842,30,6.5,35,11,4.5,12,1.5,LA,0
843,60,6.5,35,11,4.5,12,1.5,LA,0
844,90,6.5,35,11,4.5,12,1.5,LA,0
845,240,6.5,35,11,4.5,12,1.5,LA,0
846,10,6.5,35,11,4.5,12,1.5,LA,0
847,20,6.5,35,11,4.5,12,1.5,LA,0
848,30,6.5,35,11,4.5,12,1.5,LA,0
849,60,6.5,35,11,4.5,12,1.5,LA,0
850,90,6.5,35,11,4.5,12,1.5,LA,0
851,240,6.5,35,11,4.5,12,1.5,LA,0
852,10,6.5,35,11,4.5,12,1.5,LA,0
853,20,6.5,35,11,4.5,12,1.5,LA,0
854,30,6.5,35,11,4.5,12,1.5,LA,0
855,60,6.5,35,11,4.5,12,1.5,LA,0
856,90,6.5,35,11,4.5,12,1.5,LA,0
857,240,6.5,35,11,4.5,12,1.5,LA,0
858,10,6.6,35,11,6,8,2,LA,0
859,20,6.6,35,11,6,8,2,LA,0
860,30,6.6,35,11,6,8,2,LA,0
861,60,6.6,35,11,6,8,2,LA,0
862,90,6.6,35,11,6,8,2,LA,0
863,240,6.6,35,11,6,8,2,LA,0
864,10,6.6,35,11,6,8,2,LA,0
865,20,6.6,35,11,6,8,2,LA,0
866,30,6.6,35,11,6,8,2,LA,0
867,60,6.6,35,11,6,8,2,LA,0
868,90,6.6,35,11,6,8,2,LA,0
869,240,6.6,35,11,6,8,2,LA,0
870,10,6.6,35,11,6,8,2,LA,0
871,20,6.6,35,11,6,8,2,LA,0
872,30,6.6,35,11,6,8,2,LA,0
873,60,6.6,35,11,6,8,2,LA,0
874,90,6.6,35,11,6,8,2,LA,0
875,240,6.6,35,11,6,8,2,LA,0
876,10,6.4,35,11,6,8,2,LA,0
877,20,6.4,35,11,6,8,2,LA,0
878,30,6.4,35,11,6,8,2,LA,0
879,60,6.4,35,11,6,8,2,LA,0
880,90,6.4,35,11,6,8,2,LA,0
881,240,6.4,35,11,6,8,2,LA,0
882,10,6.4,35,11,6,8,2,LA,0
883,20,6.4,35,11,6,8,2,LA,0
884,30,6.4,35,11,6,8,2,LA,0
885,60,6.4,35,11,6,8,2,LA,0
886,90,6.4,35,11,6,8,2,LA,0
887,240,6.4,35,11,6,8,2,LA,0
888,10,6.4,35,11,6,8,2,LA,0
889,20,6.4,35,11,6,8,2,LA,0
890,30,6.4,35,11,6,8,2,LA,0
891,60,6.4,35,11,6,8,2,LA,0
892,90,6.4,35,11,6,8,2,LA,0
893,240,6.4,35,11,6,8,2,LA,0
894,10,6.6,35,11,3,8,1,LA,0
895,20,6.6,35,11,3,8,1,LA,0
896,30,6.6,35,11,3,8,1,LA,0
897,60,6.6,35,11,3,8,1,LA,0
898,90,6.6,35,11,3,8,1,LA,0
899,240,6.6,35,11,3,8,1,LA,0
900,10,6.6,35,11,3,8,1,LA,0
901,20,6.6,35,11,3,8,1,LA,0
902,30,6.6,35,11,3,8,1,LA,0
903,60,6.6,35,11,3,8,1,LA,0
904,90,6.6,35,11,3,8,1,LA,0
905,240,6.6,35,11,3,8,1,LA,0
906,10,6.6,35,11,3,8,1,LA,0
907,20,6.6,35,11,3,8,1,LA,0
908,30,6.6,35,11,3,8,1,LA,0
909,60,6.6,35,11,3,8,1,LA,0
910,90,6.6,35,11,3,8,1,LA,0
911,240,6.6,35,11,3,8,1,LA,0
912,10,6.4,35,11,3,8,1,LA,0
913,20,6.4,35,11,3,8,1,LA,0
914,30,6.4,35,11,3,8,1,LA,0
915,60,6.4,35,11,3,8,1,LA,0
916,90,6.4,35,11,3,8,1,LA,0
917,240,6.4,35,11,3,8,1,LA,0
918,10,6.4,35,11,3,8,1,LA,0
919,20,6.4,35,11,3,8,1,LA,0
920,30,6.4,35,11,3,8,1,LA,0
921,60,6.4,35,11,3,8,1,LA,0
922,90,6.4,35,11,3,8,1,LA,0
923,240,6.4,35,11,3,8,1,LA,0
924,10,6.4,35,11,3,8,1,LA,0
925,20,6.4,35,11,3,8,1,LA,0
926,30,6.4,35,11,3,8,1,LA,0
927,60,6.4,35,11,3,8,1,LA,0
928,90,6.4,35,11,3,8,1,LA,0
929,240,6.4,35,11,3,8,1,LA,0
930,10,6.5,35,11,4.5,4,1.5,LA,0
931,20,6.5,35,11,4.5,4,1.5,LA,0
932,30,6.5,35,11,4.5,4,1.5,LA,0
933,60,6.5,35,11,4.5,4,1.5,LA,0
934,90,6.5,35,11,4.5,4,1.5,LA,0
935,240,6.5,35,11,4.5,4,1.5,LA,0
936,10,6.5,35,11,4.5,4,1.5,LA,0
937,20,6.5,35,11,4.5,4,1.5,LA,0
938,30,6.5,35,11,4.5,4,1.5,LA,0
939,60,6.5,35,11,4.5,4,1.5,LA,0
940,90,6.5,35,11,4.5,4,1.5,LA,0
941,240,6.5,35,11,4.5,4,1.5,LA,0
942,10,6.5,35,11,4.5,4,1.5,LA,0
943,20,6.5,35,11,4.5,4,1.5,LA,0
944,30,6.5,35,11,4.5,4,1.5,LA,0
945,60,6.5,35,11,4.5,4,1.5,LA,0
946,90,6.5,35,11,4.5,4,1.5,LA,0
947,240,6.5,35,11,4.5,4,1.5,LA,0
948,10,6.5,35,11,4.5,4,1.5,LA,0
949,20,6.5,35,11,4.5,4,1.5,LA,0
950,30,6.5,35,11,4.5,4,1.5,LA,0
951,60,6.5,35,11,4.5,4,1.5,LA,0
952,90,6.5,35,11,4.5,4,1.5,LA,0
953,240,6.5,35,11,4.5,4,1.5,LA,0
954,10,6.5,35,11,4.5,4,1.5,LA,0
955,20,6.5,35,11,4.5,4,1.5,LA,0
956,30,6.5,35,11,4.5,4,1.5,LA,0
957,60,6.5,35,11,4.5,4,1.5,LA,0
958,90,6.5,35,11,4.5,4,1.5,LA,0
959,240,6.5,35,11,4.5,4,1.5,LA,0
960,10,6.5,35,11,4.5,4,1.5,LA,0
961,20,6.5,35,11,4.5,4,1.5,LA,0
962,30,6.5,35,11,4.5,4,1.5,LA,0
963,60,6.5,35,11,4.5,4,1.5,LA,0
964,90,6.5,35,11,4.5,4,1.5,LA,0
965,240,6.5,35,11,4.5,4,1.5,LA,0
966,5,5.7,38,11,3.06,0,1,LA,0
967,10,5.7,38,11,3.06,0,1,LA,0
968,20,5.7,38,11,3.06,0,1,LA,0
969,30,5.7,38,11,3.06,0,1,LA,0
970,45,5.7,38,11,3.06,0,1,LA,0
971,60,5.7,38,11,3.06,0,1,LA,0
972,90,5.7,38,11,3.06,0,1,LA,0
973,180,5.7,38,11,3.06,0,1,LA,0
974,5,5.7,38,11,3.06,0,1,LA,0
975,10,5.7,38,11,3.06,0,1,LA,0
976,20,5.7,38,11,3.06,0,1,LA,0
977,30,5.7,38,11,3.06,0,1,LA,0
978,45,5.7,38,11,3.06,0,1,LA,0
979,60,5.7,38,11,3.06,0,1,LA,0
980,90,5.7,38,11,3.06,0,1,LA,0
981,180,5.7,38,11,3.06,0,1,LA,0
982,5,5.7,38,11,3.06,0,1,LA,1
983,10,5.7,38,11,3.06,0,1,LA,1
984,20,5.7,38,11,3.06,0,1,LA,1
985,30,5.7,38,11,3.06,0,1,LA,1
986,45,5.7,38,11,3.06,0,1,LA,1
987,60,5.7,38,11,3.06,0,1,LA,1
988,90,5.7,38,11,3.06,0,1,LA,1
989,180,5.7,38,11,3.06,0,1,LA,1
990,5,5.7,38,11,3.06,0,1,LA,1
991,10,5.7,38,11,3.06,0,1,LA,1
992,20,5.7,38,11,3.06,0,1,LA,1
993,30,5.7,38,11,3.06,0,1,LA,1
994,45,5.7,38,11,3.06,0,1,LA,1
995,60,5.7,38,11,3.06,0,1,LA,1
996,90,5.7,38,11,3.06,0,1,LA,1
997,180,5.7,38,11,3.06,0,1,LA,1
998,5,5.7,38,11,3.06,0,1,LA,1
999,10,5.7,38,11,3.06,0,1,LA,1
1000,20,5.7,38,11,3.06,0,1,LA,1
1001,30,5.7,38,11,3.06,0,1,LA,1
1002,45,5.7,38,11,3.06,0,1,LA,1
1003,60,5.7,38,11,3.06,0,1,LA,1
1004,90,5.7,38,11,3.06,0,1,LA,1
1005,180,5.7,38,11,3.06,0,1,LA,1
1006,5,5.7,38,11,3.06,0,1,LA,0
1007,10,5.7,38,11,3.06,0,1,LA,0
1008,20,5.7,38,11,3.06,0,1,LA,0
1009,30,5.7,38,11,3.06,0,1,LA,0
1010,45,5.7,38,11,3.06,0,1,LA,0
1011,60,5.7,38,11,3.06,0,1,LA,0
1012,90,5.7,38,11,3.06,0,1,LA,0
1013,180,5.7,38,11,3.06,0,1,LA,0
